date,canteen,product_id,unit_sold,total_sales,weather,season,academic_calendar,time_of_sale,product_name,price,cost
1/30/2022,D,1223,13,373,Snowy,Winter,Spring,Evening,Onion Rings,29,14
1/30/2022,E,1224,4,512,Snowy,Winter,Spring,Morning,Whole Wheat Wraps,128,85
1/30/2022,C,1225,10,962,Snowy,Winter,Spring,Afternoon,Jalebi,96,15
1/30/2022,B,1226,2,94,Snowy,Winter,Spring,Afternoon,Caesar Salad,90,70
1/31/2022,A,1227,18,1244,Snowy,Winter,Exam,Afternoon,Buttermilk (Chaas),104,84
1/31/2022,C,1228,6,664,Snowy,Winter,Exam,Morning,Lassi (Sweet/Salty),111,77
1/31/2022,A,1229,12,1652,Snowy,Winter,Exam,Morning,Pav Bhaji,138,80
1/31/2022,D,1230,1,125,Snowy,Winter,Exam,Evening,Grilled Vegetable Sandwich,125,72
1/31/2022,A,1231,3,331,Snowy,Winter,Exam,Morning,Rajma Chawal,110,31
1/31/2022,C,1232,18,684,Snowy,Winter,Exam,Afternoon,Fried Rice (Veg/Non-Veg),38,21
1/31/2022,B,1233,13,1588,Snowy,Winter,Exam,Morning,Avocado Toast,122,65
1/31/2022,E,1234,10,1472,Snowy,Winter,Exam,Afternoon,Fruit Juice (various types),147,76
1/31/2022,B,1235,11,664,Snowy,Winter,Exam,Afternoon,Bhel Puri,104,84
2/1/2022,A,1236,10,1032,Snowy,Winter,Fall,Afternoon,Chikki,103,19
2/1/2022,C,1237,10,818,Snowy,Winter,Fall,Evening,Mixed Bean Salad,82,9
2/1/2022,E,1238,2,72,Snowy,Winter,Fall,Morning,Paneer Tikka,110,90
2/1/2022,B,1239,14,767,Snowy,Winter,Fall,Morning,Ice Cream (various flavors),55,35
2/1/2022,E,1240,16,595,Snowy,Winter,Fall,Evening,Greek Salad,37,13
2/1/2022,A,1241,14,737,Snowy,Winter,Fall,Evening,Thai Green Curry,53,44
2/1/2022,A,1242,20,1492,Snowy,Winter,Fall,Afternoon,Quinoa Salad,75,42
2/1/2022,C,1243,13,373,Snowy,Winter,Fall,Morning,Onion Rings,29,14
2/1/2022,C,1244,12,1314,Snowy,Winter,Fall,Afternoon,Kheer,109,24
2/1/2022,D,1245,2,220,Snowy,Winter,Fall,Afternoon,Pesarattu,110,90
2/1/2022,A,1246,1,111,Snowy,Winter,Fall,Morning,Dahi Puri,111,91
2/2/2022,A,1247,13,970,Snowy,Winter,Spring,Morning,Quinoa Salad,75,42
2/2/2022,A,1248,18,1944,Snowy,Winter,Spring,Afternoon,Dal Makhani,108,58
2/2/2022,B,1249,7,330,Snowy,Winter,Spring,Morning,Caesar Salad,90,70
2/2/2022,A,1250,19,897,Snowy,Winter,Spring,Afternoon,Caesar Salad,90,70
2/2/2022,C,1251,19,1351,Snowy,Winter,Spring,Evening,Nachos,101,81
2/2/2022,A,1252,0,0,Snowy,Winter,Spring,Evening,Dahi Puri,111,91
2/2/2022,E,1253,5,259,Snowy,Winter,Spring,Morning,Sooji Halwa,52,20
2/2/2022,B,1254,11,170,Snowy,Winter,Spring,Afternoon,Maggi Noodles,49,29
2/2/2022,C,1255,19,2632,Snowy,Winter,Spring,Evening,Brown Rice Bowl,139,14
2/3/2022,E,1256,14,1144,Windy,Winter,Winter,Afternoon,Mixed Bean Salad,82,9
2/3/2022,B,1257,4,305,Windy,Winter,Winter,Afternoon,Quesadillas,76,58
2/3/2022,B,1258,4,339,Windy,Winter,Winter,Morning,Pizza (Veg/Non-Veg),85,41
2/3/2022,A,1259,2,221,Windy,Winter,Winter,Afternoon,Lassi (Sweet/Salty),111,77
2/3/2022,B,1260,1,98,Windy,Winter,Winter,Evening,"Dosa (Plain, Masala)",98,82
2/3/2022,C,1261,0,0,Windy,Winter,Winter,Morning,Fried Rice (Veg/Non-Veg),38,21
2/4/2022,A,1262,6,831,Rainy,Winter,Summer,Morning,Brown Rice Bowl,139,14
2/4/2022,A,1263,13,378,Rainy,Winter,Summer,Morning,Pakora (Bhaji),29,8
2/4/2022,A,1264,7,925,Rainy,Winter,Summer,Morning,Idli,132,72
2/4/2022,E,1265,5,274,Rainy,Winter,Summer,Morning,Ice Cream (various flavors),55,35
2/4/2022,D,1266,3,331,Rainy,Winter,Summer,Evening,Pesarattu,110,90
2/4/2022,E,1267,7,756,Rainy,Winter,Summer,Evening,Dal Makhani,108,58
2/5/2022,E,1268,4,173,Snowy,Winter,Winter,Morning,Spaghetti Aglio e Olio,107,87
2/5/2022,D,1269,11,1192,Snowy,Winter,Winter,Evening,Quesadillas,108,49
2/5/2022,A,1270,20,1696,Snowy,Winter,Winter,Evening,Pizza (Veg/Non-Veg),85,41
2/5/2022,E,1271,18,1089,Snowy,Winter,Winter,Afternoon,Brownies,98,78
2/5/2022,D,1272,1,14,Snowy,Winter,Winter,Afternoon,Pav Bhaji,65,45
2/5/2022,E,1273,1,85,Snowy,Winter,Winter,Afternoon,Pizza (Veg/Non-Veg),85,41
2/6/2022,D,1274,8,558,Snowy,Winter,Winter,Morning,Pasta (various sauces),105,85
2/6/2022,C,1275,11,1357,Snowy,Winter,Winter,Evening,Vegetable Pulao,123,54
2/6/2022,C,1276,16,1357,Snowy,Winter,Winter,Afternoon,Pizza (Veg/Non-Veg),85,41
2/6/2022,B,1277,3,333,Snowy,Winter,Winter,Evening,Dahi Puri,111,91
2/6/2022,D,1278,10,892,Snowy,Winter,Winter,Morning,Samosa,89,40
2/6/2022,E,1279,19,2798,Snowy,Winter,Winter,Evening,Fruit Juice (various types),147,76
2/6/2022,D,1280,2,206,Snowy,Winter,Winter,Evening,Chikki,103,19
2/6/2022,D,1281,13,1790,Snowy,Winter,Winter,Morning,Pav Bhaji,138,80
2/6/2022,B,1282,5,232,Snowy,Winter,Winter,Afternoon,"Soda (Cola, Lemon)",46,43
2/6/2022,E,1283,7,723,Snowy,Winter,Winter,Morning,Chikki,103,19
2/6/2022,A,1284,14,402,Snowy,Winter,Winter,Morning,Onion Rings,29,14
2/7/2022,E,1285,14,1249,Windy,Winter,Winter,Afternoon,Samosa,89,40
2/7/2022,C,1286,17,567,Windy,Winter,Winter,Morning,Spring Rolls,71,51
2/7/2022,A,1287,15,1037,Windy,Winter,Winter,Evening,Buttermilk (Chaas),104,84
2/7/2022,E,1288,9,266,Windy,Winter,Winter,Afternoon,Coffee,54,34
2/7/2022,D,1289,7,363,Windy,Winter,Winter,Evening,Sooji Halwa,52,20
2/7/2022,D,1290,11,978,Windy,Winter,Winter,Morning,Lemonade,89,7
2/7/2022,D,1291,3,189,Windy,Winter,Winter,Evening,Burrito Bowl,116,96
2/7/2022,E,1292,15,1882,Windy,Winter,Winter,Morning,Grilled Vegetable Sandwich,125,72
